continent;country;region;city;lat;lon;wmo
Asia;Armenia;;AMASIA;40.78;43.83;376820
Asia;Armenia;;SEVAN;40.55;44.93;377090
Asia;Armenia;;YEREVAN/YEREVAN-ARA;40.13;44.47;377890
Asia;Azerbaijan;;LANKARAN;38.73;48.83;379850
Asia;Azerbaijan;;ZAKATALA;41.67;46.65;375750
Asia;Bahrain;;BAHRAIN (INT. AIRPORT);26.27;50.65;411500
Asia;British Indian Ocean Territory;;DIEGO GARCIA NAF;-7.30;72.40;619670
Asia;Brunei Darussalam;;BRUNEI AIRPORT;4.93;114.93;963150
Asia;China;;ABAG QI;44.02;114.95;531920
Asia;China;;AIHUI;50.25;127.45;504680
Asia;China;;AKQI;40.93;78.45;517110
Asia;China;;ALAR;40.50;81.05;517300
Asia;China;;ALTAY;47.73;88.08;510760
Asia;China;;ANDA;46.38;125.32;508540
Asia;China;;ANDIR;37.93;83.65;518480
Asia;China;;ANKANG;32.72;109.03;572450
Asia;China;;ANQING;30.53;117.05;584240
Asia;China;;ANYANG;36.05;114.40;538980
Asia;China;;ARXAN;47.17;119.93;507270
Asia;China;;BACHU;39.80;78.57;517160
Asia;China;;BAILING-MIAO;41.70;110.43;533520
Asia;China;;BAINGOIN;31.37;90.02;552790
Asia;China;;BAISE;23.90;106.60;592110
Asia;China;;BALGUNTAY;42.67;86.33;514670
Asia;China;;BAODING;38.85;115.57;546020
Asia;China;;BAOJI;34.35;107.13;570160
Asia;China;;BAOQING;46.32;132.18;508880
Asia;China;;BAOSHAN;25.12;99.18;567480
Asia;China;;BARKAM;31.90;102.23;561720
Asia;China;;BATANG;30.00;99.10;562470
Asia;China;;BAYAN MOD;40.75;104.50;524950
Asia;China;;BAYANBULAK;43.03;84.15;515420
Asia;China;;BAYTIK SHAN;45.37;90.53;512880
Asia;China;;BEIHAI;21.48;109.10;596440
Asia;China;;BEIJING;39.93;116.28;545110
Asia;China;;BENGBU;32.95;117.37;582210
Asia;China;;BENXI;41.32;123.78;543460
Asia;China;;BIJIE;27.30;105.23;577070
Asia;China;;BINHAI;39.12;117.33;545273
Asia;China;;BOXIAN;33.88;115.77;581020
Asia;China;;BUGT;48.77;121.92;506320
Asia;China;;BUGT;42.33;120.70;542260
Asia;China;;CANGZHOU;38.33;116.83;546160
Asia;China;;CHANG DAO;37.93;120.72;547510
Asia;China;;CHANGBAI;41.35;128.17;543860
Asia;China;;CHANGCHUN;43.90;125.22;541610
Asia;China;;CHANGDE;29.05;111.68;576620
Asia;China;;CHANGLING;44.25;123.97;540490
Asia;China;;CHANGSHA;28.23;112.87;576870
Asia;China;;CHANGTING;25.85;116.37;589110
Asia;China;;CHAOYANG;41.55;120.45;543240
Asia;China;;CHENGDE;40.98;117.95;544230
Asia;China;;CHENGDU;30.67;104.02;562940
Asia;China;;CHENGSHANTOU;37.40;122.68;547760
Asia;China;;CHENZHOU;25.80;113.03;579720
Asia;China;;CHIFENG;42.27;118.97;542180
Asia;China;;CHONGQING;29.58;106.47;575160
Asia;China;;CHUXIONG;25.02;101.52;567680
Asia;China;;DA XIAN;31.20;107.50;573280
Asia;China;;DA-QAIDAM;37.85;95.37;527130
Asia;China;;DACHEN DAO;28.45;121.88;586660
Asia;China;;DALI;25.70;100.18;567510
Asia;China;;DALIAN;38.90;121.63;546620
Asia;China;;DANDONG;40.05;124.33;544970
Asia;China;;DANXIAN;19.52;109.58;598450
Asia;China;;DAOCHENG;29.05;100.30;563570
Asia;China;;DARLAG;33.75;99.65;560460
Asia;China;;DATONG;40.10;113.33;534870
Asia;China;;DAWU;30.98;101.12;561670
Asia;China;;DEGE;31.80;98.57;561440
Asia;China;;DELINGHA;37.37;97.37;527370
Asia;China;;DENGQEN;31.42;95.60;561160
Asia;China;;DEQEN;28.45;98.88;564440
Asia;China;;DEZHOU;37.43;116.32;547140
Asia;China;;DINGHAI;30.03;122.12;584770
Asia;China;;DINGTAO;35.07;115.57;549090
Asia;China;;DIWOPU;43.90;87.47;514635
Asia;China;;DONGFANG;19.10;108.62;598380
Asia;China;;DONGSHENG;39.83;109.98;535430
Asia;China;;DONGTAI;32.85;120.28;582510
Asia;China;;DULAN;36.30;98.10;528360
Asia;China;;DUNHUA;43.37;128.20;541860
Asia;China;;DUNHUANG;40.15;94.68;524180
Asia;China;;DUOLUN;42.18;116.47;542080
Asia;China;;DUSHAN;25.83;107.55;579220
Asia;China;;EJIN QI;41.95;101.07;522670
Asia;China;;EMEI SHAN;29.52;103.33;563850
Asia;China;;ENSHI;30.28;109.47;574470
Asia;China;;ERENHOT;43.65;112.00;530680
Asia;China;;FANGXIAN;32.03;110.77;572590
Asia;China;;FENGJIE;31.02;109.53;573480
Asia;China;;FENGNING;41.22;116.63;543080
Asia;China;;FEZXZAN;35.25;117.95;549290
Asia;China;;FOGANG;23.87;113.53;590870
Asia;China;;FUDING;27.33;120.20;587540
Asia;China;;FUJIN;47.23;131.98;507880
Asia;China;;FUYANG;32.87;115.73;582030
Asia;China;;FUYUN;46.98;89.52;510870
Asia;China;;FUZHOU;26.08;119.28;588470
Asia;China;;GANGCA;37.33;100.13;527540
Asia;China;;GANYU;34.83;119.13;580400
Asia;China;;GANZHOU;25.87;115.00;579930
Asia;China;;GAOYAO;23.05;112.47;592780
Asia;China;;GARZE;31.62;100.00;561460
Asia;China;;GENGMA;23.55;99.40;569460
Asia;China;;GOLMUD;36.42;94.90;528180
Asia;China;;GUAIZIHU;41.37;102.37;523780
Asia;China;;GUANGCHANG;26.85;116.33;588130
Asia;China;;GUANGHUA;32.38;111.67;572650
Asia;China;;GUANGNAN;24.07;105.07;590070
Asia;China;;GUANGZHOU;23.17;113.33;592870
Asia;China;;GUILIN;25.33;110.30;579570
Asia;China;;GUIPING;23.40;110.08;592540
Asia;China;;GUIYANG;26.58;106.73;578160
Asia;China;;GUSHI;32.17;115.67;582080
Asia;China;;HAIKOU;20.03;110.35;597580
Asia;China;;HAILAR;49.22;119.75;505270
Asia;China;;HAILS;41.45;106.38;532310
Asia;China;;HAILUN;47.43;126.97;507560
Asia;China;;HAIYANG;36.77;121.17;548630
Asia;China;;HAIYANG DAO;39.05;123.22;545870
Asia;China;;HALIUT;41.57;108.52;533360
Asia;China;;HAMI;42.82;93.52;522030
Asia;China;;HANGZHOU;30.23;120.17;584570
Asia;China;;HANZHONG;33.07;107.03;571270
Asia;China;;HARBIN;45.75;126.77;509530
Asia;China;;HECHI;24.70;108.05;590230
Asia;China;;HEFEI;31.87;117.23;583210
Asia;China;;HENAN;34.73;101.60;560650
Asia;China;;HEQU;39.38;111.15;535640
Asia;China;;HEYUAN;23.80;114.73;592930
Asia;China;;HEZE/CAOZHOU;35.25;115.43;549060
Asia;China;;HEZUO;35.00;102.90;560800
Asia;China;;HOBOKSAR;46.78;85.72;511560
Asia;China;;HOHHOT;40.82;111.68;534630
Asia;China;;HONG KONG INTERNATI;22.32;113.92;450070
Asia;China;;HONG KONG OBSERVATO;22.30;114.17;450050
Asia;China;;HOTAN;37.13;79.93;518280
Asia;China;;HUA SHAN;34.48;110.08;570460
Asia;China;;HUADE;41.90;114.00;533910
Asia;China;;HUADIAN;42.98;126.75;542730
Asia;China;;HUAILAI;40.40;115.50;544050
Asia;China;;HUAJIALING;35.38;105.00;529960
Asia;China;;HUANG SHAN;30.13;118.15;584370
Asia;China;;HUILI;26.65;102.25;566710
Asia;China;;HUIMIN;37.50;117.53;547250
Asia;China;;HUIZE;26.42;103.28;566840
Asia;China;;HULIN;45.77;132.97;509830
Asia;China;;HUMA;51.72;126.65;503530
Asia;China;;HUOSHAN;31.40;116.33;583140
Asia;China;;JARTAI;39.78;105.75;535020
Asia;China;;JARUD QI;44.57;120.90;540260
Asia;China;;JIAN;41.10;126.15;543770
Asia;China;;JIAN;27.12;114.97;577990
Asia;China;;JIANGCHENG;22.62;101.82;569770
Asia;China;;JIANGLING;30.33;112.18;574760
Asia;China;;JIEXIU;37.03;111.92;538630
Asia;China;;JINAN;36.60;117.05;548230
Asia;China;;JINGDEZHEN;29.30;117.20;585270
Asia;China;;JINGHE;44.62;82.90;513340
Asia;China;;JINGHONG;22.00;100.78;569590
Asia;China;;JINING;41.03;113.07;534800
Asia;China;;JINZHOU;41.13;121.12;543370
Asia;China;;JIULONG;29.00;101.50;564620
Asia;China;;JIUQUAN;39.77;98.48;525330
Asia;China;;JIUXIAN SHAN;25.72;118.10;589310
Asia;China;;JIXI;45.28;130.95;509780
Asia;China;;JURH;42.40;112.90;532760
Asia;China;;KABA HE;48.05;86.35;510530
Asia;China;;KANGDING;30.05;101.97;563740
Asia;China;;KARAMAY;45.60;84.85;512430
Asia;China;;KASHI;39.47;75.98;517090
Asia;China;;KESHAN;48.05;125.88;506580
Asia;China;;KORLA;41.75;86.13;516560
Asia;China;;KUANDIAN;40.72;124.78;544930
Asia;China;;KUNMING;25.02;102.68;567780
Asia;China;;KUOCANG SHAN;28.82;120.92;586530
Asia;China;;KUQA;41.72;82.95;516440
Asia;China;;LANCANG;22.57;99.93;569540
Asia;China;;LANGZHONG;31.58;105.97;573060
Asia;China;;LANZHOU;36.05;103.88;528890
Asia;China;;LENGHU;38.83;93.38;526020
Asia;China;;LETING;39.43;118.90;545390
Asia;China;;LHASA;29.67;91.13;555910
Asia;China;;LHUNZE;28.42;92.47;556960
Asia;China;;LIAN XIAN;24.78;112.38;590720
Asia;China;;LIANGPING;30.68;107.80;574260
Asia;China;;LIANPING;24.37;114.48;590960
Asia;China;;LIJING;26.83;100.47;566510
Asia;China;;LINCANG;23.95;100.22;569510
Asia;China;;LINDONG;43.98;119.40;540270
Asia;China;;LINGLING;26.23;111.62;578660
Asia;China;;LINGXIAN;37.33;116.57;547150
Asia;China;;LINHAI;28.85;121.13;586600
Asia;China;;LINHE;40.77;107.40;535130
Asia;China;;LINJIANG;41.72;126.92;543740
Asia;China;;LINXI;43.60;118.07;541150
Asia;China;;LINYI;35.05;118.35;549380
Asia;China;;LISHI;37.50;111.10;537640
Asia;China;;LISHUI;28.45;119.92;586460
Asia;China;;LITANG;30.00;100.27;562570
Asia;China;;LIUZHOU;24.35;109.40;590460
Asia;China;;LIYANG;31.43;119.48;583450
Asia;China;;LONGKOU;37.62;120.32;547530
Asia;China;;LONGYAN;25.10;117.02;589270
Asia;China;;LONGZHOU;22.37;106.75;594170
Asia;China;;LU SHAN;29.58;115.98;585060
Asia;China;;LUODIAN;25.43;106.77;579160
Asia;China;;LUSHI;34.05;111.03;570670
Asia;China;;LUSI;32.07;121.60;582650
Asia;China;;LUXI;24.53;103.77;568860
Asia;China;;LUZHOU;28.88;105.43;576020
Asia;China;;MACHENG;31.18;114.97;573990
Asia;China;;MADOI;34.92;98.22;560330
Asia;China;;MANDAL;42.53;110.13;531490
Asia;China;;MANGNAI;38.25;90.85;518860
Asia;China;;MAZONG SHAN;41.80;97.03;523230
Asia;China;;MEI XIAN;24.30;116.12;591170
Asia;China;;MENGDING;23.57;99.08;569450
Asia;China;;MENGJIN;34.82;112.43;570710
Asia;China;;MENGLA;21.50;101.58;569690
Asia;China;;MENGSHAN;24.20;110.52;590580
Asia;China;;MENGZI;23.38;103.38;569850
Asia;China;;MIANYANG;31.45;104.73;561960
Asia;China;;MINFENG;37.07;82.72;518390
Asia;China;;MINQIN;38.63;103.08;526810
Asia;China;;MOHE;52.13;122.52;501360
Asia;China;;MUDANJIANG;44.57;129.60;540940
Asia;China;;NAGQU;31.48;92.07;552990
Asia;China;;NANCHANG;28.60;115.92;586060
Asia;China;;NANCHENG;27.58;116.65;587150
Asia;China;;NANCHONG;30.80;106.08;574110
Asia;China;;NANJING;32.00;118.80;582380
Asia;China;;NANNING;22.82;108.35;594310
Asia;China;;NANPING;26.63;118.00;588340
Asia;China;;NANYANG;33.03;112.58;571780
Asia;China;;NANYUE;27.30;112.70;577760
Asia;China;;NAPO;23.30;105.95;592090
Asia;China;;NARAN BULAG;44.62;114.15;530830
Asia;China;;NEIJIANG;29.58;105.05;575040
Asia;China;;NENJIANG;49.17;125.23;505570
Asia;China;;NYINGCHI;29.57;94.47;563120
Asia;China;;OTOG QI;39.10;107.98;535290
Asia;China;;PAGRI;27.73;89.08;557730
Asia;China;;PINGLIANG;35.55;106.67;539150
Asia;China;;PINGTAN;25.52;119.78;589440
Asia;China;;PINGWU;32.42;104.52;561930
Asia;China;;PISHAN;37.62;78.28;518180
Asia;China;;POTOU;38.08;116.55;546180
Asia;China;;PUCHENG;27.92;118.53;587310
Asia;China;;QAMDO;31.15;97.17;561370
Asia;China;;QIAN GORLOS;45.08;124.87;509490
Asia;China;;QIEMO/QARQAN;38.15;85.55;518550
Asia;China;;QINGDAO;36.07;120.33;548570
Asia;China;;QINGJIANG;33.60;119.03;581440
Asia;China;;QINGLONG;40.40;118.95;544360
Asia;China;;QINGYUAN;42.10;124.95;542590
Asia;China;;QINZHOU;21.95;108.62;596320
Asia;China;;QIONGHAI;19.23;110.47;598550
Asia;China;;QIQIHAR;47.38;123.92;507450
Asia;China;;QITAI;44.02;89.57;513790
Asia;China;;QIXIAN SHAN;27.95;117.83;587260
Asia;China;;QU XIAN;28.97;118.87;586330
Asia;China;;QUMARLEB;34.13;95.78;560210
Asia;China;;RIZHAO;35.43;119.53;549450
Asia;China;;RONGJIANG;25.97;108.53;579320
Asia;China;;RUILI;24.02;97.83;568380
Asia;China;;RUOERGAI;33.58;102.97;560790
Asia;China;;RUOQIANG;39.03;88.17;517770
Asia;China;;SANGZHI;29.40;110.17;575540
Asia;China;;SANHU DAO;16.53;111.62;599850
Asia;China;;SANSUI;26.97;108.67;578320
Asia;China;;SERTAR;32.28;100.33;561520
Asia;China;;SHACHE;38.43;77.27;518110
Asia;China;;SHANGCHUAN DAO;21.73;112.77;596730
Asia;China;;SHANGHAI;31.40;121.47;583620
Asia;China;;SHANGHAI/HONGQIAO;31.17;121.43;583670
Asia;China;;SHANGZHI;45.22;127.97;509680
Asia;China;;SHANTOU;23.40;116.68;593160
Asia;China;;SHANWEI;22.78;115.37;595010
Asia;China;;SHAOGUAN;24.80;113.58;590820
Asia;China;;SHAOWU;27.33;117.47;587250
Asia;China;;SHAOYANG;27.23;111.47;577660
Asia;China;;SHENG SHANG;30.72;122.82;584730
Asia;China;;SHENGSI;30.73;122.45;584720
Asia;China;;SHENGXIAN;29.60;120.82;585560
Asia;China;;SHENYANG;41.73;123.52;543420
Asia;China;;SHENZHEN;22.55;114.10;594930
Asia;China;;SHEYANG;33.77;120.25;581500
Asia;China;;SHIJIAZHUANG;38.03;114.42;536980
Asia;China;;SHIPU;29.20;121.95;585690
Asia;China;;SHIQUANHE;32.50;80.08;552280
Asia;China;;SHISANJIANFANG;43.22;91.73;514950
Asia;China;;SIMAO;22.77;100.98;569640
Asia;China;;SINAN;27.95;108.25;577310
Asia;China;;SIPING;43.18;124.33;541570
Asia;China;;SOG XIAN;31.88;93.78;561060
Asia;China;;SONGPAN;32.65;103.57;561820
Asia;China;;SUIFENHE;44.38;131.15;540960
Asia;China;;SUNWU;49.43;127.35;505640
Asia;China;;TACHENG;46.73;83.00;511330
Asia;China;;TAI SHAN;36.25;117.10;548260
Asia;China;;TAILAI;46.40;123.42;508440
Asia;China;;TAISHAN;27.00;120.70;588530
Asia;China;;TAIYUAN;37.78;112.55;537720
Asia;China;;TANGSHAN;39.67;118.15;545340
Asia;China;;TAOXIAN;41.63;123.48;543424
Asia;China;;TENGCHONG;25.12;98.48;567390
Asia;China;;TIANJIN;39.10;117.17;545270
Asia;China;;TIANMU SHAN (MTNS);30.35;119.42;584450
Asia;China;;TIANSHUI;34.58;105.75;570060
Asia;China;;TIKANLIK;40.63;87.70;517650
Asia;China;;TINGRI;28.63;87.08;556640
Asia;China;;TONGCHUAN;35.17;109.05;539470
Asia;China;;TONGDAO;26.17;109.78;578450
Asia;China;;TONGDE;35.27;100.65;529570
Asia;China;;TONGHE;45.97;128.73;509630
Asia;China;;TONGLIAO;43.60;122.27;541350
Asia;China;;TRUONG SA;8.65;111.92;489200
Asia;China;;TULIHE;50.45;121.70;504340
Asia;China;;TUOTUOHE;34.22;92.43;560040
Asia;China;;TURPAN;42.93;89.20;515730
Asia;China;;ULIASTAI;45.52;116.97;509150
Asia;China;;WANYUAN;32.07;108.03;572370
Asia;China;;WEICHANG;41.93;117.75;543110
Asia;China;;WEIFANG;36.77;119.18;548430
Asia;China;;WEINING;26.87;104.28;566910
Asia;China;;WENZHOU;28.02;120.67;586590
Asia;China;;WU LU MU QI;43.80;87.65;514630
Asia;China;;WUDAOLIANG;35.22;93.08;529080
Asia;China;;WUDU;33.40;104.92;560960
Asia;China;;WUGANG;26.73;110.63;578530
Asia;China;;WUHAN;30.62;114.13;574940
Asia;China;;WUHU;31.33;118.35;583380
Asia;China;;WUSHAOLING;37.20;102.87;527870
Asia;China;;WUTAI SHAN;38.95;113.52;535880
Asia;China;;WUYISHAN;27.77;118.03;587300
Asia;China;;WUZHOU;23.48;111.30;592650
Asia;China;;XAINZA;30.95;88.63;554720
Asia;China;;XI UJIMQIN QI;44.58;117.60;540120
Asia;China;;XIAMEN;24.48;118.08;591340
Asia;China;;XIAN;34.30;108.93;570360
Asia;China;;XIAOERGOU;49.20;123.72;505480
Asia;China;;XICHANG;27.90;102.27;565710
Asia;China;;XIFENGZHEN;35.73;107.63;539230
Asia;China;;XIGAZE;29.25;88.88;555780
Asia;China;;XIHUA;33.78;114.52;571930
Asia;China;;XILIN HOT;43.95;116.12;541020
Asia;China;;XIN BARAG YOUQI;48.67;116.82;506030
Asia;China;;XINGREN;25.43;105.18;579020
Asia;China;;XINGTAI;37.07;114.50;537980
Asia;China;;XINING;36.62;101.77;528660
Asia;China;;XINXIAN;36.23;115.67;548080
Asia;China;;XINYANG;32.13;114.05;572970
Asia;China;;XINYI;22.35;110.93;594560
Asia;China;;XISHA DAO;16.83;112.33;599810
Asia;China;;XIUSHUI;29.03;114.58;575980
Asia;China;;XUNWU;24.95;115.65;591020
Asia;China;;XUZHOU;34.28;117.15;580270
Asia;China;;YAAN;29.98;103.00;562870
Asia;China;;YAN AN;36.60;109.50;538450
Asia;China;;YANCHI;37.80;107.38;537230
Asia;China;;YANGCHENG;35.48;112.40;539750
Asia;China;;YANGJIANG;21.87;111.97;596630
Asia;China;;YANJI;42.87;129.50;542920
Asia;China;;YANZHOU;35.57;116.85;549160
Asia;China;;YAXIAN;18.23;109.52;599480
Asia;China;;YIBIN;28.80;104.60;564920
Asia;China;;YICHANG;30.70;111.30;574610
Asia;China;;YICHUN;47.72;128.90;507740
Asia;China;;YICHUN;27.80;114.38;577930
Asia;China;;YINCHUAN;38.47;106.20;536140
Asia;China;;YINGKOU;40.67;122.20;544710
Asia;China;;YINING;43.95;81.33;514310
Asia;China;;YIWU;43.27;94.70;521180
Asia;China;;YIYUAN;36.18;118.15;548360
Asia;China;;YONGAN;25.97;117.35;589210
Asia;China;;YOUYANG;28.83;108.77;576330
Asia;China;;YU XIAN;39.83;114.57;535930
Asia;China;;YUANJIANG;23.60;101.98;569660
Asia;China;;YUANLING;28.47;110.40;576550
Asia;China;;YUANMOU;25.73;101.87;567630
Asia;China;;YUANPING;38.75;112.70;536730
Asia;China;;YUEYANG;29.38;113.08;575840
Asia;China;;YULIN;38.23;109.70;536460
Asia;China;;YUMENZHEN;40.27;97.03;524360
Asia;China;;YUNCHENG;35.05;111.05;539590
Asia;China;;YUSHE;37.07;112.98;537870
Asia;China;;YUSHU;33.02;97.02;560290
Asia;China;;YUTIAN/KERIYA;36.87;81.70;519310
Asia;China;;ZADOI;32.90;95.30;560180
Asia;China;;ZAOYANG;32.15;112.67;572790
Asia;China;;ZHANG PING;25.30;117.40;589260
Asia;China;;ZHANGJIAKOU;40.78;114.88;544010
Asia;China;;ZHANGWU;42.42;122.53;542360
Asia;China;;ZHANGYE;38.93;100.43;526520
Asia;China;;ZHANJIANG;21.22;110.40;596580
Asia;China;;ZHANYI;25.58;103.83;567860
Asia;China;;ZHAOTONG;27.33;103.75;565860
Asia;China;;ZHENGZHOU;34.72;113.65;570830
Asia;China;;ZHIJIANG;27.45;109.68;577450
Asia;China;;ZHONGNING;37.48;105.68;537050
Asia;China;;ZHONGXIANG;31.17;112.57;573780
Asia;China;;ZHUMADIAN;33.00;114.02;572900
Asia;China;;ZUNYI;27.70;106.88;577130
Asia;Georgia;;BATUMI;41.62;41.60;374840
Asia;Georgia;;KUTAISI;42.27;42.63;373950
Asia;Georgia;;PASANAURI;42.35;44.70;374320
Asia;Georgia;;SUHUMI;42.87;41.13;372600
Asia;Georgia;;TBILISI;41.68;44.95;375490
Asia;India;;AGARTALA;23.88;91.25;427240
Asia;India;;AHMADABAD;23.07;72.63;426470
Asia;India;;AKOLA;20.70;77.07;429340
Asia;India;;AURANGABAD CHIKALTH;19.85;75.40;430140
Asia;India;;BALASORE;21.52;86.93;428950
Asia;India;;BANGALORE;12.97;77.58;432950
Asia;India;;BELGAUM/SAMBRA;15.85;74.62;431980
Asia;India;;BHOPAL/BAIRAGARH;23.28;77.35;426670
Asia;India;;BHUBANESWAR;20.25;85.83;429710
Asia;India;;BHUJ-RUDRAMATA;23.25;69.67;426340
Asia;India;;BIKANER;28.00;73.30;421650
Asia;India;;BOMBAY/SANTACRUZ;19.12;72.85;430030
Asia;India;;CALCUTTA/DUM DUM;22.65;88.45;428090
Asia;India;;CHITRADURGA;14.23;76.43;432330
Asia;India;;COIMBATORE/PEELAMED;11.03;77.05;433210
Asia;India;;CUDDALORE;11.77;79.77;433290
Asia;India;;CWC VISHAKHAPATNAM;17.70;83.30;431500
Asia;India;;GADAG;15.42;75.63;432010
Asia;India;;GAUHATI;26.10;91.58;424100
Asia;India;;GOA/PANJIM;15.48;73.82;431920
Asia;India;;GWALIOR;26.23;78.25;423610
Asia;India;;HISSAR;29.17;75.73;421310
Asia;India;;HYDERABAD AIRPORT;17.45;78.47;431280
Asia;India;;INDORE;22.72;75.80;427540
Asia;India;;JABALPUR;23.20;79.95;426750
Asia;India;;JAGDALPUR;19.08;82.03;430410
Asia;India;;JAIPUR/SANGANER;26.82;75.80;423480
Asia;India;;JAMSHEDPUR;22.82;86.18;427980
Asia;India;;JODHPUR;26.30;73.02;423390
Asia;India;;KAKINADA;16.95;82.23;431890
Asia;India;;KOZHIKODE;11.25;75.78;433140
Asia;India;;KURNOOL;15.80;78.07;432130
Asia;India;;LUCKNOW/AMAUSI;26.75;80.88;423690
Asia;India;;MACHILIPATNAM;16.20;81.15;431850
Asia;India;;MADRAS/MINAMBAKKAM;13.00;80.18;432790
Asia;India;;MANGALORE/BAJPE;12.92;74.88;432840
Asia;India;;NAGPUR SONEGAON;21.10;79.05;428670
Asia;India;;NELLORE;14.45;79.98;432450
Asia;India;;NEW DELHI/PALAM;28.57;77.12;421810
Asia;India;;NEW DELHI/SAFDARJUN;28.58;77.20;421820
Asia;India;;PATIALA;30.33;76.47;421010
Asia;India;;PATNA;25.60;85.10;424920
Asia;India;;PBO ANANTAPUR;14.58;77.63;432370
Asia;India;;POONA;18.53;73.85;430630
Asia;India;;RAJKOT;22.30;70.78;427370
Asia;India;;RATNAGIRI;16.98;73.33;431100
Asia;India;;SHOLAPUR;17.67;75.90;431170
Asia;India;;SURAT;21.20;72.83;428400
Asia;India;;THIRUVANANTHAPURAM;8.48;76.95;433710
Asia;India;;TIRUCHCHIRAPALLI;10.77;78.72;433440
Asia;India;;VERAVAL;20.90;70.37;429090
Asia;India;;VESTMANNAEYJAR;63.40;-20.28;040480
Asia;Iran, Islamic Republic of;;ABADAN;30.37;48.25;408310
Asia;Iran, Islamic Republic of;;AHWAZ;31.33;48.67;408110
Asia;Iran, Islamic Republic of;;ANZALI;37.47;49.47;407180
Asia;Iran, Islamic Republic of;;ARAK;34.10;49.77;407690
Asia;Iran, Islamic Republic of;;BABULSAR;36.72;52.65;407360
Asia;Iran, Islamic Republic of;;BANDARABBASS;27.22;56.37;408750
Asia;Iran, Islamic Republic of;;BIRJAND;32.87;59.20;408090
Asia;Iran, Islamic Republic of;;ESFAHAN;32.47;51.67;408000
Asia;Iran, Islamic Republic of;;HAMEDAN;34.85;48.53;407680
Asia;Iran, Islamic Republic of;;KASHAN;33.98;51.45;407850
Asia;Iran, Islamic Republic of;;KERMAN;30.25;56.97;408410
Asia;Iran, Islamic Republic of;;KERMANSHAH;34.27;47.12;407660
Asia;Iran, Islamic Republic of;;KHOY;38.55;44.97;407030
Asia;Iran, Islamic Republic of;;MASHHAD;36.27;59.63;407450
Asia;Iran, Islamic Republic of;;ORUMIEH;37.53;45.08;407120
Asia;Iran, Islamic Republic of;;RAMSAR;36.90;50.67;407320
Asia;Iran, Islamic Republic of;;SABZEVAR;36.22;57.67;407430
Asia;Iran, Islamic Republic of;;SHAHRUD;36.42;54.95;407390
Asia;Iran, Islamic Republic of;;SHIRAZ;29.53;52.53;408480
Asia;Iran, Islamic Republic of;;TABRIZ;38.08;46.28;407060
Asia;Iran, Islamic Republic of;;TEHRAN-MEHRABAD;35.68;51.32;407540
Asia;Iran, Islamic Republic of;;TORBAT-HEYDARIEH;35.27;59.22;407620
Asia;Iran, Islamic Republic of;;ZAHEDAN;29.47;60.88;408560
Asia;Iran, Islamic Republic of;;ZANJAN;36.68;48.48;407290
Asia;Israel;;BEER-SHEVA;31.23;34.78;401910
Asia;Israel;;BEN-GURION INT. AIR;32.00;34.90;401800
Asia;Israel;;EILAT;29.55;34.95;401990
Asia;Israel;;HAIFA;32.80;35.03;401550
Asia;Israel;;OVDA;30.00;34.83;401980
Asia;Israel;;SDE-DOV (TEL-AVIV);32.10;34.78;401760
Asia;Japan;;ABASHIRI;44.02;144.28;474090
Asia;Japan;;ABURATSU;31.58;131.40;478350
Asia;Japan;;AIKAWA;38.03;138.23;476020
Asia;Japan;;AJIRO;35.05;139.10;476680
Asia;Japan;;AKITA;39.72;140.10;475820
Asia;Japan;;AKUNE;32.03;130.20;478230
Asia;Japan;;AOMORI;40.82;140.77;475750
Asia;Japan;;ASAHIKAWA;43.77;142.37;474070
Asia;Japan;;ASHIYA AB;33.88;130.65;478030
Asia;Japan;;ASOSAN;32.88;131.07;478210
Asia;Japan;;ATSUGI NAS;35.45;139.45;476790
Asia;Japan;;CHIBA;35.60;140.10;476820
Asia;Japan;;CHICHIBU;35.98;139.07;476410
Asia;Japan;;CHICHIJIMA ISLAND;27.08;142.18;479710
Asia;Japan;;CHITOSE (JASDF);42.82;141.68;474340
Asia;Japan;;CHITOSE AB;42.80;141.67;474250
Asia;Japan;;CHOSHI;35.73;140.85;476480
Asia;Japan;;ESASHI;41.87;140.12;474280
Asia;Japan;;FUJISAN;35.37;138.73;476390
Asia;Japan;;FUKAURA;40.65;139.93;475740
Asia;Japan;;FUKUE;32.70;128.83;478430
Asia;Japan;;FUKUI;36.05;136.22;476160
Asia;Japan;;FUKUOKA;33.58;130.38;478070
Asia;Japan;;FUKUOKA AIRPORT;33.58;130.45;478080
Asia;Japan;;FUKUSHIMA;37.77;140.47;475950
Asia;Japan;;FUKUYAMA;34.45;133.25;477670
Asia;Japan;;FUSHIKI;36.80;137.05;476060
Asia;Japan;;FUTENMA;26.27;127.75;479330
Asia;Japan;;GIFU;35.40;136.77;476320
Asia;Japan;;GIFU AB;35.38;136.87;476340
Asia;Japan;;HABORO;44.37;141.70;474040
Asia;Japan;;HACHIJOJIMA;33.12;139.78;476780
Asia;Japan;;HACHINOHE;40.53;141.52;475810
Asia;Japan;;HACHINOHE AB;40.55;141.47;475150
Asia;Japan;;HAGI;34.42;131.40;477540
Asia;Japan;;HAKODATE;41.82;140.75;474300
Asia;Japan;;HAMADA;34.90;132.07;477550
Asia;Japan;;HAMAMATSU;34.72;137.72;476540
Asia;Japan;;HAMAMATSU AB;34.75;137.70;476810
